image_path,label_path,split,wsi_id,epi_frac,marsh_bin
Trainset/Images_tif/140_HE_(d-4_x-6144_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/140_HE_(d-4_x-6144_y-4608_w-2048_h-2048).tif,Trainset,140,0.19941329956054688,Marsh-3a
Trainset/Images_tif/17_HE_(d-4_x-6144_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/17_HE_(d-4_x-6144_y-6144_w-2048_h-2048).tif,Trainset,17,0.5287628173828125,Marsh-0
Trainset/Images_tif/79_HE_(d-4_x-13824_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/79_HE_(d-4_x-13824_y-4608_w-2048_h-2048).tif,Trainset,79,0.09246444702148438,Marsh-3b
Trainset/Images_tif/102_HE_(d-4_x-21504_y-16896_w-2048_h-2048).tif,Trainset/Labels_tif/102_HE_(d-4_x-21504_y-16896_w-2048_h-2048).tif,Trainset,102,0.46677398681640625,Marsh-0
Trainset/Images_tif/87_HE_(d-4_x-23040_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/87_HE_(d-4_x-23040_y-13824_w-2048_h-2048).tif,Trainset,87,0.23405838012695312,Marsh-1
Trainset/Images_tif/135_HE_(d-4_x-30720_y-43008_w-2048_h-2048).tif,Trainset/Labels_tif/135_HE_(d-4_x-30720_y-43008_w-2048_h-2048).tif,Trainset,135,0.19756698608398438,Marsh-3a
Trainset/Images_tif/85_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/85_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset,85,0.29327392578125,Marsh-1
Trainset/Images_tif/60_HE_(d-4_x-6144_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/60_HE_(d-4_x-6144_y-12288_w-2048_h-2048).tif,Trainset,60,0.5502738952636719,Marsh-0
Trainset/Images_tif/142_HE_(d-4_x-7680_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/142_HE_(d-4_x-7680_y-4608_w-2048_h-2048).tif,Trainset,142,0.10483932495117188,Marsh-3b
Trainset/Images_tif/67_HE_(d-4_x-43008_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/67_HE_(d-4_x-43008_y-15360_w-2048_h-2048).tif,Trainset,67,0.16593551635742188,Marsh-3a
Trainset/Images_tif/93_HE_(d-4_x-9216_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/93_HE_(d-4_x-9216_y-6144_w-2048_h-2048).tif,Trainset,93,0.32851409912109375,Marsh-1
Trainset/Images_tif/26_HE_(d-4_x-12288_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/26_HE_(d-4_x-12288_y-9216_w-2048_h-2048).tif,Trainset,26,0.44425201416015625,Marsh-0
Trainset/Images_tif/10_HE_(d-4_x-3072_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/10_HE_(d-4_x-3072_y-6144_w-2048_h-2048).tif,Trainset,10,0.053730010986328125,Marsh-3b
Trainset/Images_tif/127_HE_(d-4_x-7680_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/127_HE_(d-4_x-7680_y-13824_w-2048_h-2048).tif,Trainset,127,0.31410980224609375,Marsh-1
Trainset/Images_tif/62_HE_(d-4_x-33792_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/62_HE_(d-4_x-33792_y-6144_w-2048_h-2048).tif,Trainset,62,0.2549591064453125,Marsh-1
Trainset/Images_tif/39_HE_(d-4_x-12288_y-18432_w-2048_h-2048).tif,Trainset/Labels_tif/39_HE_(d-4_x-12288_y-18432_w-2048_h-2048).tif,Trainset,39,0.18230056762695312,Marsh-3a
Trainset/Images_tif/26_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/26_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset,26,0.3012428283691406,Marsh-1
Trainset/Images_tif/127_HE_(d-4_x-3072_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/127_HE_(d-4_x-3072_y-7680_w-2048_h-2048).tif,Trainset,127,0.039737701416015625,Marsh-3b
Trainset/Images_tif/14_HE_(d-4_x-3072_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/14_HE_(d-4_x-3072_y-7680_w-2048_h-2048).tif,Trainset,14,0.24889373779296875,Marsh-1
Trainset/Images_tif/39_HE_(d-4_x-27648_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/39_HE_(d-4_x-27648_y-12288_w-2048_h-2048).tif,Trainset,39,0.0,Marsh-3b
Trainset/Images_tif/118_HE_(d-4_x-38400_y-62976_w-2048_h-2048).tif,Trainset/Labels_tif/118_HE_(d-4_x-38400_y-62976_w-2048_h-2048).tif,Trainset,118,0.06931686401367188,Marsh-3b
Trainset/Images_tif/116_HE_(d-4_x-26112_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/116_HE_(d-4_x-26112_y-7680_w-2048_h-2048).tif,Trainset,116,0.18750762939453125,Marsh-3a
Trainset/Images_tif/49_HE_(d-4_x-7680_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/49_HE_(d-4_x-7680_y-15360_w-2048_h-2048).tif,Trainset,49,0.2688713073730469,Marsh-1
Trainset/Images_tif/118_HE_(d-4_x-33792_y-47616_w-2048_h-2048).tif,Trainset/Labels_tif/118_HE_(d-4_x-33792_y-47616_w-2048_h-2048).tif,Trainset,118,0.2523384094238281,Marsh-1
Trainset/Images_tif/43_HE_(d-4_x-6144_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/43_HE_(d-4_x-6144_y-13824_w-2048_h-2048).tif,Trainset,43,0.08191680908203125,Marsh-3b
Trainset/Images_tif/4_HE_(d-4_x-33792_y-18432_w-2048_h-2048).tif,Trainset/Labels_tif/4_HE_(d-4_x-33792_y-18432_w-2048_h-2048).tif,Trainset,4,0.2755317687988281,Marsh-1
Trainset/Images_tif/25_HE_(d-4_x-18432_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/25_HE_(d-4_x-18432_y-7680_w-2048_h-2048).tif,Trainset,25,0.22833633422851562,Marsh-3a
Trainset/Images_tif/105_HE_(d-4_x-21504_y-16896_w-2048_h-2048).tif,Trainset/Labels_tif/105_HE_(d-4_x-21504_y-16896_w-2048_h-2048).tif,Trainset,105,0.33736419677734375,Marsh-1
Trainset/Images_tif/72_HE_(d-4_x-107520_y-44544_w-2048_h-2048).tif,Trainset/Labels_tif/72_HE_(d-4_x-107520_y-44544_w-2048_h-2048).tif,Trainset,72,0.082183837890625,Marsh-3b
Trainset/Images_tif/82_HE_(d-4_x-15360_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/82_HE_(d-4_x-15360_y-12288_w-2048_h-2048).tif,Trainset,82,0.4042167663574219,Marsh-0
Trainset/Images_tif/121_HE_(d-4_x-18432_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/121_HE_(d-4_x-18432_y-9216_w-2048_h-2048).tif,Trainset,121,0.035587310791015625,Marsh-3b
Trainset/Images_tif/49_HE_(d-4_x-30720_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/49_HE_(d-4_x-30720_y-12288_w-2048_h-2048).tif,Trainset,49,0.4052696228027344,Marsh-0
Trainset/Images_tif/113_HE_(d-4_x-6144_y-39936_w-2048_h-2048).tif,Trainset/Labels_tif/113_HE_(d-4_x-6144_y-39936_w-2048_h-2048).tif,Trainset,113,0.12427520751953125,Marsh-3b
Trainset/Images_tif/86_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/86_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset,86,0.5086555480957031,Marsh-0
Trainset/Images_tif/29_HE_(d-4_x-66048_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/29_HE_(d-4_x-66048_y-13824_w-2048_h-2048).tif,Trainset,29,0.2689704895019531,Marsh-1
Trainset/Images_tif/45_HE_(d-4_x-58368_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/45_HE_(d-4_x-58368_y-12288_w-2048_h-2048).tif,Trainset,45,0.009860992431640625,Marsh-3b
Trainset/Images_tif/91_HE_(d-4_x-13824_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/91_HE_(d-4_x-13824_y-15360_w-2048_h-2048).tif,Trainset,91,0.14539337158203125,Marsh-3a
Trainset/Images_tif/134_HE_(d-4_x-9216_y-33792_w-2048_h-2048).tif,Trainset/Labels_tif/134_HE_(d-4_x-9216_y-33792_w-2048_h-2048).tif,Trainset,134,0.0,Marsh-3b
Trainset/Images_tif/112_HE_(d-4_x-23040_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/112_HE_(d-4_x-23040_y-7680_w-2048_h-2048).tif,Trainset,112,0.27852630615234375,Marsh-1
Trainset/Images_tif/106_HE_(d-4_x-9216_y-41472_w-2048_h-2048).tif,Trainset/Labels_tif/106_HE_(d-4_x-9216_y-41472_w-2048_h-2048).tif,Trainset,106,0.0206756591796875,Marsh-3b
Trainset/Images_tif/142_HE_(d-4_x-55296_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/142_HE_(d-4_x-55296_y-12288_w-2048_h-2048).tif,Trainset,142,0.18903350830078125,Marsh-3a
Trainset/Images_tif/29_HE_(d-4_x-61440_y-10752_w-2048_h-2048).tif,Trainset/Labels_tif/29_HE_(d-4_x-61440_y-10752_w-2048_h-2048).tif,Trainset,29,0.4452629089355469,Marsh-0
Trainset/Images_tif/114_HE_(d-4_x-26112_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/114_HE_(d-4_x-26112_y-4608_w-2048_h-2048).tif,Trainset,114,0.19698333740234375,Marsh-3a
Trainset/Images_tif/17_HE_(d-4_x-9216_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/17_HE_(d-4_x-9216_y-6144_w-2048_h-2048).tif,Trainset,17,0.4207572937011719,Marsh-0
Trainset/Images_tif/118_HE_(d-4_x-33792_y-58368_w-2048_h-2048).tif,Trainset/Labels_tif/118_HE_(d-4_x-33792_y-58368_w-2048_h-2048).tif,Trainset,118,0.22697830200195312,Marsh-3a
Trainset/Images_tif/49_HE_(d-4_x-9216_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/49_HE_(d-4_x-9216_y-15360_w-2048_h-2048).tif,Trainset,49,0.11339569091796875,Marsh-3b
Trainset/Images_tif/26_HE_(d-4_x-9216_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/26_HE_(d-4_x-9216_y-9216_w-2048_h-2048).tif,Trainset,26,0.4043388366699219,Marsh-0
Trainset/Images_tif/70_HE_(d-4_x-12288_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/70_HE_(d-4_x-12288_y-9216_w-2048_h-2048).tif,Trainset,70,0.2752342224121094,Marsh-1
Trainset/Images_tif/46_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/46_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset,46,0.3801612854003906,Marsh-0
Trainset/Images_tif/128_HE_(d-4_x-7680_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/128_HE_(d-4_x-7680_y-7680_w-2048_h-2048).tif,Trainset,128,0.11317825317382812,Marsh-3b
Trainset/Images_tif/48_HE_(d-4_x-23040_y-3072_w-2048_h-2048).tif,Trainset/Labels_tif/48_HE_(d-4_x-23040_y-3072_w-2048_h-2048).tif,Trainset,48,0.3534278869628906,Marsh-0
Trainset/Images_tif/43_HE_(d-4_x-30720_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/43_HE_(d-4_x-30720_y-7680_w-2048_h-2048).tif,Trainset,43,0.3178863525390625,Marsh-1
Trainset/Images_tif/138_HE_(d-4_x-4608_y-3072_w-2048_h-2048).tif,Trainset/Labels_tif/138_HE_(d-4_x-4608_y-3072_w-2048_h-2048).tif,Trainset,138,0.3458518981933594,Marsh-0
Trainset/Images_tif/25_HE_(d-4_x-27648_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/25_HE_(d-4_x-27648_y-12288_w-2048_h-2048).tif,Trainset,25,0.3520545959472656,Marsh-0
Trainset/Images_tif/112_HE_(d-4_x-19968_y-10752_w-2048_h-2048).tif,Trainset/Labels_tif/112_HE_(d-4_x-19968_y-10752_w-2048_h-2048).tif,Trainset,112,0.04224395751953125,Marsh-3b
Trainset/Images_tif/130_HE_(d-4_x-21504_y-30720_w-2048_h-2048).tif,Trainset/Labels_tif/130_HE_(d-4_x-21504_y-30720_w-2048_h-2048).tif,Trainset,130,0.22215652465820312,Marsh-3a
Trainset/Images_tif/82_HE_(d-4_x-38400_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/82_HE_(d-4_x-38400_y-9216_w-2048_h-2048).tif,Trainset,82,0.10445404052734375,Marsh-3b
Trainset/Images_tif/19_HE_(d-4_x-7680_y-30720_w-2048_h-2048).tif,Trainset/Labels_tif/19_HE_(d-4_x-7680_y-30720_w-2048_h-2048).tif,Trainset,19,0.2980308532714844,Marsh-1
Trainset/Images_tif/128_HE_(d-4_x-7680_y-23040_w-2048_h-2048).tif,Trainset/Labels_tif/128_HE_(d-4_x-7680_y-23040_w-2048_h-2048).tif,Trainset,128,0.46665191650390625,Marsh-0
Trainset/Images_tif/72_HE_(d-4_x-75264_y-50688_w-2048_h-2048).tif,Trainset/Labels_tif/72_HE_(d-4_x-75264_y-50688_w-2048_h-2048).tif,Trainset,72,0.30786895751953125,Marsh-1
Trainset/Images_tif/49_HE_(d-4_x-12288_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/49_HE_(d-4_x-12288_y-13824_w-2048_h-2048).tif,Trainset,49,0.052433013916015625,Marsh-3b
Trainset/Images_tif/25_HE_(d-4_x-33792_y-16896_w-2048_h-2048).tif,Trainset/Labels_tif/25_HE_(d-4_x-33792_y-16896_w-2048_h-2048).tif,Trainset,25,0.12302017211914062,Marsh-3b
Trainset/Images_tif/87_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/87_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset,87,0.4984130859375,Marsh-0
Trainset/Images_tif/140_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/140_HE_(d-4_x-10752_y-6144_w-2048_h-2048).tif,Trainset,140,0.34113311767578125,Marsh-0
Trainset/Images_tif/36_HE_(d-4_x-9216_y-26112_w-2048_h-2048).tif,Trainset/Labels_tif/36_HE_(d-4_x-9216_y-26112_w-2048_h-2048).tif,Trainset,36,0.4717597961425781,Marsh-0
Trainset/Images_tif/111_HE_(d-4_x-6144_y-10752_w-2048_h-2048).tif,Trainset/Labels_tif/111_HE_(d-4_x-6144_y-10752_w-2048_h-2048).tif,Trainset,111,0.42195892333984375,Marsh-0
Trainset/Images_tif/17_HE_(d-4_x-27648_y-0_w-2048_h-2048).tif,Trainset/Labels_tif/17_HE_(d-4_x-27648_y-0_w-2048_h-2048).tif,Trainset,17,0.11648941040039062,Marsh-3b
Trainset/Images_tif/102_HE_(d-4_x-19968_y-39936_w-2048_h-2048).tif,Trainset/Labels_tif/102_HE_(d-4_x-19968_y-39936_w-2048_h-2048).tif,Trainset,102,0.34181976318359375,Marsh-0
Trainset/Images_tif/33_HE_(d-4_x-32256_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/33_HE_(d-4_x-32256_y-15360_w-2048_h-2048).tif,Trainset,33,0.09810638427734375,Marsh-3b
Trainset/Images_tif/56_HE_(d-4_x-7680_y-56832_w-2048_h-2048).tif,Trainset/Labels_tif/56_HE_(d-4_x-7680_y-56832_w-2048_h-2048).tif,Trainset,56,0.23405075073242188,Marsh-1
Trainset/Images_tif/25_HE_(d-4_x-18432_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/25_HE_(d-4_x-18432_y-13824_w-2048_h-2048).tif,Trainset,25,0.17888641357421875,Marsh-3a
Trainset/Images_tif/112_HE_(d-4_x-21504_y-1536_w-2048_h-2048).tif,Trainset/Labels_tif/112_HE_(d-4_x-21504_y-1536_w-2048_h-2048).tif,Trainset,112,0.10082626342773438,Marsh-3b
Trainset/Images_tif/138_HE_(d-4_x-10752_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/138_HE_(d-4_x-10752_y-7680_w-2048_h-2048).tif,Trainset,138,0.10906982421875,Marsh-3b
Trainset/Images_tif/87_HE_(d-4_x-24576_y-19968_w-2048_h-2048).tif,Trainset/Labels_tif/87_HE_(d-4_x-24576_y-19968_w-2048_h-2048).tif,Trainset,87,0.015472412109375,Marsh-3b
Trainset/Images_tif/33_HE_(d-4_x-27648_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/33_HE_(d-4_x-27648_y-13824_w-2048_h-2048).tif,Trainset,33,0.30603790283203125,Marsh-1
Trainset/Images_tif/14_HE_(d-4_x-19968_y-3072_w-2048_h-2048).tif,Trainset/Labels_tif/14_HE_(d-4_x-19968_y-3072_w-2048_h-2048).tif,Trainset,14,0.2904548645019531,Marsh-1
Trainset/Images_tif/78_HE_(d-4_x-10752_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/78_HE_(d-4_x-10752_y-12288_w-2048_h-2048).tif,Trainset,78,0.0586700439453125,Marsh-3b
Trainset/Images_tif/55_HE_(d-4_x-16896_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/55_HE_(d-4_x-16896_y-6144_w-2048_h-2048).tif,Trainset,55,0.2633171081542969,Marsh-1
Trainset/Images_tif/71_HE_(d-4_x-9216_y-35328_w-2048_h-2048).tif,Trainset/Labels_tif/71_HE_(d-4_x-9216_y-35328_w-2048_h-2048).tif,Trainset,71,0.4287910461425781,Marsh-0
Trainset/Images_tif/124_HE_(d-4_x-9216_y-26112_w-2048_h-2048).tif,Trainset/Labels_tif/124_HE_(d-4_x-9216_y-26112_w-2048_h-2048).tif,Trainset,124,0.3270072937011719,Marsh-1
Trainset/Images_tif/25_HE_(d-4_x-19968_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/25_HE_(d-4_x-19968_y-9216_w-2048_h-2048).tif,Trainset,25,0.5101547241210938,Marsh-0
Trainset/Images_tif/97_HE_(d-4_x-9216_y-10752_w-2048_h-2048).tif,Trainset/Labels_tif/97_HE_(d-4_x-9216_y-10752_w-2048_h-2048).tif,Trainset,97,0.4492759704589844,Marsh-0
Trainset/Images_tif/19_HE_(d-4_x-9216_y-35328_w-2048_h-2048).tif,Trainset/Labels_tif/19_HE_(d-4_x-9216_y-35328_w-2048_h-2048).tif,Trainset,19,0.13330841064453125,Marsh-3b
Trainset/Images_tif/87_HE_(d-4_x-24576_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/87_HE_(d-4_x-24576_y-13824_w-2048_h-2048).tif,Trainset,87,0.14987564086914062,Marsh-3a
Trainset/Images_tif/84_HE_(d-4_x-9216_y-18432_w-2048_h-2048).tif,Trainset/Labels_tif/84_HE_(d-4_x-9216_y-18432_w-2048_h-2048).tif,Trainset,84,0.21266937255859375,Marsh-3a
Trainset/Images_tif/22_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/22_HE_(d-4_x-6144_y-7680_w-2048_h-2048).tif,Trainset,22,0.11229705810546875,Marsh-3b
Trainset/Images_tif/92_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/92_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset,92,0.2435760498046875,Marsh-1
Trainset/Images_tif/63_HE_(d-4_x-1536_y-7680_w-2048_h-2048).tif,Trainset/Labels_tif/63_HE_(d-4_x-1536_y-7680_w-2048_h-2048).tif,Trainset,63,0.24362564086914062,Marsh-1
Trainset/Images_tif/92_HE_(d-4_x-19968_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/92_HE_(d-4_x-19968_y-6144_w-2048_h-2048).tif,Trainset,92,0.3407554626464844,Marsh-0
Trainset/Images_tif/56_HE_(d-4_x-32256_y-53760_w-2048_h-2048).tif,Trainset/Labels_tif/56_HE_(d-4_x-32256_y-53760_w-2048_h-2048).tif,Trainset,56,0.10729598999023438,Marsh-3b
Trainset/Images_tif/45_HE_(d-4_x-62976_y-12288_w-2048_h-2048).tif,Trainset/Labels_tif/45_HE_(d-4_x-62976_y-12288_w-2048_h-2048).tif,Trainset,45,0.11330795288085938,Marsh-3b
Trainset/Images_tif/140_HE_(d-4_x-6144_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/140_HE_(d-4_x-6144_y-6144_w-2048_h-2048).tif,Trainset,140,0.3790283203125,Marsh-0
Trainset/Images_tif/124_HE_(d-4_x-10752_y-16896_w-2048_h-2048).tif,Trainset/Labels_tif/124_HE_(d-4_x-10752_y-16896_w-2048_h-2048).tif,Trainset,124,0.074188232421875,Marsh-3b
Trainset/Images_tif/8_HE_(d-4_x-21504_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/8_HE_(d-4_x-21504_y-6144_w-2048_h-2048).tif,Trainset,8,0.1901397705078125,Marsh-3a
Trainset/Images_tif/77_HE_(d-4_x-38400_y-21504_w-2048_h-2048).tif,Trainset/Labels_tif/77_HE_(d-4_x-38400_y-21504_w-2048_h-2048).tif,Trainset,77,0.23176193237304688,Marsh-3a
Trainset/Images_tif/116_HE_(d-4_x-13824_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/116_HE_(d-4_x-13824_y-6144_w-2048_h-2048).tif,Trainset,116,0.17136001586914062,Marsh-3a
Trainset/Images_tif/106_HE_(d-4_x-10752_y-43008_w-2048_h-2048).tif,Trainset/Labels_tif/106_HE_(d-4_x-10752_y-43008_w-2048_h-2048).tif,Trainset,106,0.06661605834960938,Marsh-3b
Trainset/Images_tif/12_HE_(d-4_x-16896_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/12_HE_(d-4_x-16896_y-9216_w-2048_h-2048).tif,Trainset,12,0.013397216796875,Marsh-3b
Trainset/Images_tif/126_HE_(d-4_x-10752_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/126_HE_(d-4_x-10752_y-9216_w-2048_h-2048).tif,Trainset,126,0.25223541259765625,Marsh-1
Trainset/Images_tif/127_HE_(d-4_x-29184_y-13824_w-2048_h-2048).tif,Trainset/Labels_tif/127_HE_(d-4_x-29184_y-13824_w-2048_h-2048).tif,Trainset,127,0.2447967529296875,Marsh-1
Trainset/Images_tif/62_HE_(d-4_x-27648_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/62_HE_(d-4_x-27648_y-6144_w-2048_h-2048).tif,Trainset,62,0.29715728759765625,Marsh-1
Trainset/Images_tif/111_HE_(d-4_x-62976_y-26112_w-2048_h-2048).tif,Trainset/Labels_tif/111_HE_(d-4_x-62976_y-26112_w-2048_h-2048).tif,Trainset,111,0.45587921142578125,Marsh-0
Trainset/Images_tif/51_HE_(d-4_x-9216_y-16896_w-2048_h-2048).tif,Trainset/Labels_tif/51_HE_(d-4_x-9216_y-16896_w-2048_h-2048).tif,Trainset,51,0.6327323913574219,Marsh-0
Trainset/Images_tif/51_HE_(d-4_x-7680_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/51_HE_(d-4_x-7680_y-4608_w-2048_h-2048).tif,Trainset,51,0.20471954345703125,Marsh-3a
Trainset/Images_tif/73_HE_(d-4_x-10752_y-4608_w-2048_h-2048).tif,Trainset/Labels_tif/73_HE_(d-4_x-10752_y-4608_w-2048_h-2048).tif,Trainset,73,0.19249725341796875,Marsh-3a
Trainset/Images_tif/81_HE_(d-4_x-27648_y-15360_w-2048_h-2048).tif,Trainset/Labels_tif/81_HE_(d-4_x-27648_y-15360_w-2048_h-2048).tif,Trainset,81,0.44387054443359375,Marsh-0
Trainset/Images_tif/2_HE_(d-4_x-18432_y-46080_w-2048_h-2048).tif,Trainset/Labels_tif/2_HE_(d-4_x-18432_y-46080_w-2048_h-2048).tif,Trainset,2,0.20861053466796875,Marsh-3a
Trainset/Images_tif/86_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset/Labels_tif/86_HE_(d-4_x-7680_y-9216_w-2048_h-2048).tif,Trainset,86,0.7763824462890625,Marsh-0
Trainset/Images_tif/100_HE_(d-4_x-16896_y-56832_w-2048_h-2048).tif,Trainset/Labels_tif/100_HE_(d-4_x-16896_y-56832_w-2048_h-2048).tif,Trainset,100,0.2601318359375,Marsh-1
Trainset/Images_tif/120_HE_(d-4_x-15360_y-6144_w-2048_h-2048).tif,Trainset/Labels_tif/120_HE_(d-4_x-15360_y-6144_w-2048_h-2048).tif,Trainset,120,0.4433441162109375,Marsh-0
